Tweet,Country,Topic,Sentiment,Sentiment_Expression,Sentiment_Target
نحن لا نتعلم بالنصيحة نتعلم بالأخطاء ولا ننضج بمرور العمر إنما بمرور الأوغاد في حياتنا كل ماهو غير ذلك كلام يُباع في دورات التنمية البشرية.,jordan,personal,negative,explicit,"['نتعلم بالأخطاء ولا ننضج بمرور العمر إنما بمرور الأوغاد', 'حن لا نتعلم بالنصيحة نتعلم بالأخطاء ولا ننضج بمرور العمر إنما بمرور الأوغاد في حياتنا', 'كلام يُباع في دورات التنمية البشرية.', 'التهكم']"
@raghebalama هو قال عنك ( انه زعلان منك ) انك مش عم تعترف انه هو اللي بعتتك لباريس وعمل لك حفله هناك وانت عم تنكر انه هو اللي دعمك ! فزعلمنك,palestine,personal,negative,explicit,انه زعلان منك
@AJArabic هدف ايران هو تحويل البلدان الإسلامية بما فيها السنية إلى دول شيعية تابعة لايران ورفع العلم الايراني والرا… https://t.co/cUs03Bj2yE,jordan,politics,negative,explicit,هدف ايران
#تعو_نقول_شي لـ كل امرأة عم تكافح كرمال حياة أفضل وعم تفتش ع مستقبل أفضل مصيركن بإيديكن مش بإيد حدا بتقدروا تصنعوا هالمصيرهلق اليوم مش بكرا,lebanon,personal,positive,explicit,تكافح كرمال حياة أفضل
نَحتاجُ العودة إلى أنفُسنَا ، فَقد أهمَلنَاهَا كثيراً ... ولكن .. ماذا أحضرنا لها بعد الغياب ... https://t.co/L3enNnC0ED,syria,personal,negative,explicit,نَحتاجُ العودة إلى أنفُسنَا
@arabspoorts كلامك صحيح و الدليل على ذلك البرتغال في امم اوربا الاخيرة عندما انهت دور المجموعات بثلاث تعادلات و تأه… https://t.co/h3yI55PBKc,syria,sports,positive,explicit,البرتغال في امم اوربا
🇱🇧الرئيس عون غير منذ قليل الغلاف على صفحته الخاصة، فوضع هذه الصورة في دلالة الى صلابة ووحدة الموقف الرسمي في مواجه… https://t.co/HKUy0bzGcU,syria,politics,positive,explicit,صلابة ووحدة الموقف الرسمي
@amal_amoula10 ههههههههههههههههه عنجد توقعاتنا كلها في عرض الحائط ! و مع هيك لا يأس مع الحياة و لا حياة مع اليأس رح نضل نتوقع برضو 😂😂😂💔,palestine,personal,negative,explicit,نضل نتوقع برضو
جريح نتيجة تصادم بين مركبتين على الطريق الممتد من مستديرة رزق الله باتجاه تقاطع الشفروليه ودراج من مفرزة سير بعبدا يعمل على تسهيل السير,lebanon,news,negative,explicit,جريح نتيجة تصادم بين مركبتين
حركة الجهاد في بيان لها تستنكر اعتبار حزب الله (منظمه ارهابية)، وترى في هذا القرار خدمه للعدو الصهيوني، وعربوناً… https://t.co/0MWrjh0XHb,palestine,politics,negative,explicit,حركة الجهاد
@dr_naseer هذا هو نقاء الروح السلفية والوهابية والاخوانية - ان تندمج بروح من يميلون له واقواها الجنسية ليكونوا جسد واحد يغذي احدهما الآخر,jordan,politics,positive,explicit,نقاء الروح السلفية والوهابية والاخوانية
الجرح فوق الجرح يصعب دواءه ، و الهم فوق الهم يلحقه الملل ، المقفي لا انا اتبع خطأه، و الزعل م عمره يمحي زلل,jordan,personal,negative,explicit,الجرح
@AJArabic عدم مغادرة عائلة الحريري كلها إلى فرنسا يؤكد لنا جميعا بأنه إطلاق سراح غير مشروط وان عودته إلى لبنان لن ت… https://t.co/vX2hNsoCQt,palestine,politics,negative,explicit,الحرير
هو ليه اغلب البنات اللى تويتر فاكرة انك عشان ملتحى وعملتلها فولو يبقى عاوز تتجوزها وان دماغنا تتمحور نحو الزواج ثم… https://t.co/Mw2vk89Cj6,palestine,personal,negative,explicit,عشان ملتحى
@RMD23 حتى صحف مدريد آس وماركا تحدثوا عن الخطأ الفادح.. هل حديثهم للضغط لصالح برشلونة؟؟,jordan,sports,negative,explicit,مدريد
مدرب المغربً لازم يغير تشكليه لاعبين سلح العاج سريعين ولايقين مساحات يرجع لل ٤٤٢ كلاسيكية ويترك زياش تحت مهاجم لحالهم,palestine,sports,negative,explicit,مدرب المغربً لازم يغير تشكليه
يا هلا فيكم بعرس الغالي بو صعب . ألف مبروك والله يتمم عليك 💙 https://t.co/N9QvlFzlg4,syria,personal,positive,explicit,ألف مبروك والله يتمم عليك
عاجل: اعتقال رئيس حكومة لبنان المستقيل سعد الحريري في الحريري بملف فساد مع رئيس الديوان الملكي الاسبق خالد التويجري اضافة الى محمد بن فهد,lebanon,politics,negative,explicit,اعتقال رئيس حكومة لبنان المستقيل
اليمن و الحدود المشتركة و قلة امكانات الجيش الحوثي و 3 سنوات بلا نصر فماذا لو كانت دولة نووية كأيران أو جماعة كاملة… https://t.co/3ebIesntGV,palestine,politics,negative,explicit,و الحدود المشتركة
راسي كتير عم يوجعني 😨😓. -خلص خود حبتين منع الفهم وبتصير متلك متل اكترية هالعالم وبتعيش مبسوط..ايه والله متل ما عم خبرك,lebanon,personal,negative,explicit,يوجعني
وكأننا في خلاف أبدي مع الحب ، أن تجد من يحبك وأنت لا تحبه ، أو انك تحب من لا يحبك ، ولو شاء القدر والتقيت بمن يحبك… https://t.co/9C1OuKtqBX,jordan,personal,negative,explicit,خلاف أبدي مع الحب
معودين عالولدنات بالسياسة... قعدنا سنين بلا رئيس جمهورية وما متنا... مش رح توقف الحياة بعدك حبيبو متل ما شرفت بيجي غيرك كتير #هلا_بالسبت 🤣,lebanon,politics,negative,explicit,رئيس جمهورية
@AlifAlifFM . @mohammed_sadaka . لا يفوتكم برنامج المنصه المقدم اهلاوي متعصب 😂😂. وده يدافع عن الاهلي بس مو عارف كيف شك… https://t.co/hOzUSVFL61,palestine,sports,negative,explicit,المنصه المقدم اهلاوي متعصب
عاجل. إيقاف رجل الأعمال ورئيس نادي الاتحاد سابقًا #منصور_البلوي؛ وذلك على خلفية تهم في قضايا فساد .. #الملك_يحارب_الفساد,jordan,politics,positive,explicit,#منصور_البلوي
صديقي نصراوي اخر تواصل بيني وبينه كان في ٨/٨/١٤٣٨ .. فجأه وخلال اقل من ٢٤ ساعه .. صار يراسلني كذا ..!. عساه خير يارب… https://t.co/XlpFW4G3Qx,palestine,personal,negative,explicit,عساه خير يارب
في عيوني دمع لا غبت يسيل وفي ضلوعي قلب لا جيت خفق ليت لي صبر مثل بالك طويل واعبر عيونك ولا اخاف الغرق https://t.co/I2y6Xg7xc0,syria,personal,negative,explicit,ضلوعي قلب
شو بكره يلي بفكرو و بخططو للمستقبل... . يا اخي انت زبط حياتك هلا و ترك الباقي على الله...,lebanon,personal,positive,explicit,شو بكره يلي بفكرو
حركة الجهاد في بيان لها تستنكر اعتبار حزب الله (منظمه ارهابية)، وترى في هذا القرار خدمه للعدو الصهيوني، وعربوناً… https://t.co/0MWrjh0XHb,palestine,politics,negative,explicit,حركة الجهاد
"#لاتكتب الرسائل وأنت مليء بالغضب فاليوم التالي في نفس الوقت الذي قد غضبت به ترى أن نيرانك قد أخمدت,الوقت كفيل لكل ش… https://t.co/XCqYJpCbqw",jordan,personal,positive,explicit,ء بالغضب
الحب رجعت لتركيا 😍😘. جديد #توبيشم بأسطنبول - اكاسيا 05/11/2017 اللي متصورة معاها كتبت عن توبيش : فريدة انيقة وراقية… https://t.co/mfZ8MF0MFd,jordan,entertainment,positive,explicit,فريدة انيقة وراقية
@ajmurgent الكلام مع امريكا و اسرائيل اما بني سعود تحت احتلالهم لا حول لهم و لا قوة بس تنفيذ اوامر,syria,politics,negative,explicit,اما بني سعود
#السعوديه_دوله_جمال_وخيم التبوله يحسبونها سبه😂😂🌚؟؟ علموهم انه عندنا ناادي مخصص فقط ل… https://t.co/C5HM5mVp7t,palestine,politics,negative,explicit,السعوديه_دوله_جمال_وخيم
@LinaSmadi بالزبط شكرا! هلأ هو عادي ما أثر على شكل الحجاب بس مشكلته مقتبس من السيخ وهادا مش شايفه اشي صح وش رايك؟,palestine,personal,negative,explicit,مش شايفه اشي صح
عرض عليك المال والهدايا لبيع كرامتك ووطنك.. لكن لم يعرفوا ان الملوك هي صفة تكون من الله وان أموالهم كلها لا تشتري ذ… https://t.co/L7mEd9OgWh,lebanon,politics,positive,explicit,لكن لم يعرفوا ان الملوك
@LBCI_NEWS . مقدمة الأخبار من عندك وصفت إستهزاء وتهديد اللبنانية المعارضين للحزب ب هلا بالقميص بالهضامة والنكتة . جيبو وحدة تكون أقل غبى تفه,lebanon,politics,negative,explicit,وصفت إستهزاء وتهديد اللبنانية المعارضين
